"
        Avantis Falcon
              ","
$ 3 500
                                                             
                                                                                   307 580 сом
                                                                      ",https://im.mashina.kg/tachka/images//4/4/f/44f07501240184d6f11d1503e156ca32_240x180.jpg,        мотоцикл                    
"
        Suzuki GS 650 G Katana
              ","
$ 2 500
                                                             
                                                                                   219 725 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/2/f/12fed0050b71dceecda0495aed56854e_240x180.jpg,        мотоцикл                    
"
        Jawa 350
              ","
$ 2 276
                                                             
                                                                                   200 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//3/6/c/36c5213395e260fd856ebaed051f2ded_240x180.jpg,        мотоцикл                    
"
        Yamaha Viking
              ","
$ 10 000
                                                             
                                                                                   878 800 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/9/b/19b710ba2a5a887fbe2e2a832dbce546_240x180.jpg,        снегоход                      
"
        Hyosung GA 125
              ","
$ 2 105
                                                             
                                                                                   185 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//a/1/2/a12e6c982ac10a1e318049eee6567cc6_240x180.jpg,        мотоцикл                    
"
        Honda Tact
              ","
$ 398
                                                             
                                                                                   35 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//4/a/b/4ab9e1c1ac8c706a1b06ad7854be2e89_240x180.jpg,        скутер                    
"
        Suzuki KING QUAD
              ","
$ 7 200
                                                             
                                                                                   632 736 сом
                                                                      ",https://im.mashina.kg/tachka/images//2/f/5/2f5cfa5cc60a35fdf7d02f1a4f8deb46_240x180.jpg,        мотовездеход                    
"
        Yamaha YZF-R3
              ","
$ 1 309
                                                             
                                                                                   115 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//9/e/2/9e2e786e8e7319fc2d6262cc48020c8a_240x180.jpg,        мотоцикл                    
"
        Kawasaki 250
              ","
$ 1 821
                                                             
                                                                                   160 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//a/5/6/a566e93004d85975b1300f228d7430c1_240x180.jpg,        мотоцикл                    
"
        Alpina Sherpa
              ","
$ 16 999
                                                             
                                                                                   1 493 872 сом
                                                                      ",https://im.mashina.kg/tachka/images//c/0/b/c0bf48827ab1f9dfac43ada10919d0d3_240x180.jpg,        снегоход                      
"
        Yamaha FZ 750
              ","
$ 3 500
                                                             
                                                                                   307 580 сом
                                                                      ",https://im.mashina.kg/tachka/images//b/1/3/b13731510b14a396f21a01e42049ceff_240x180.jpg,        мотоцикл                    
"
        ИЖ Юпитер
              ","
$ 455
                                                             
                                                                                   40 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//f/9/7/f9786461e1f292ddbef428858fa40ee3_240x180.jpg,        мотоцикл                    
"
        Honda Ape 50
              ","
$ 910
                                                             
                                                                                   80 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/e/5/1e5414fafc078b9b3b4e7b68065546e0_240x180.jpg,        мотоцикл                    
"
        Yamaha FZR 250
              ","
$ 800
                                                             
                                                                                   70 304 сом
                                                                      ",https://im.mashina.kg/tachka/images//f/8/8/f88e6801ab10956799eb4577ec026637_240x180.jpg,        мотоцикл                    
"
        BRP Spyder
              ","
$ 10 000
                                                             
                                                                                   878 800 сом
                                                                      ",https://im.mashina.kg/tachka/images//a/b/0/ab0c4706083ce60dd257c6e7b9c182da_240x180.jpg,        мотоцикл                    
"
        Kawasaki Ninja H2
              ","
$ 5 000
                                                             
                                                                                   439 400 сом
                                                                      ",,        мотоцикл                    
"
        Jawa 350
              ","
$ 1 500
                                                             
                                                                                   131 820 сом
                                                                      ",https://im.mashina.kg/tachka/images//7/a/3/7a3cbe44ffd76ff0f189534ed3e2d5bd_240x180.jpg,        мотоцикл                    
"
        Suzuki AG100 Address
              ","
$ 455
                                                             
                                                                                   40 000 сом
                                                                      ",,        скутер                    
"
        Stels UTV-800V Dominator
              ","
$ 15 500
                                                             
                                                                                   1 362 140 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/5/8/158bc337b50ed838dc81c4a1cbb1f2eb_240x180.jpg,        мотовездеход                    
"
        Yamaha XJ 600
              ","
$ 2 048
                                                             
                                                                                   180 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//2/3/f/23f4573acbb733c083b476bdc0e69389_240x180.jpg,        мотоцикл                    
"
        Yamaha Majesty
              ","
$ 3 000
                                                             
                                                                                   263 640 сом
                                                                      ",https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg,        скутер                    
"
        Suzuki Djebel 250 XC
              ","
$ 3 900
                                                             
                                                                                   342 771 сом
                                                                      ",https://im.mashina.kg/tachka/images//6/9/a/69ad13d40362f17b7491cbcbf4dda550_240x180.jpg,        мотоцикл                    
"
        Daelim Delfino
              ","
$ 432
                                                             
                                                                                   38 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//2/2/2/22228be21f426dace6b4892e7da47085_240x180.jpg,        скутер                    
"
        Yamaha Majesty
              ","
$ 1 309
                                                             
                                                                                   115 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//e/4/4/e4435703fa45d172a42de7648fa94950_240x180.jpg,        скутер                    
"
        BMW R 1150 RS
              ","
$ 5 800
                                                             
                                                                                   509 704 сом
                                                                      ",https://im.mashina.kg/tachka/images//2/0/f/20f0258a74f33294a8365dade4e511db_240x180.jpg,        мотоцикл                    
"
        Honda CR
              ","
$ 1 536
                                                             
                                                                                   135 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//3/6/9/3691728470edff85671a3b80a2043940_240x180.jpg,        мотоцикл                    
"
        Yamaha MT-01
              ","
$ 683
                                                             
                                                                                   60 000 сом
                                                                      ",,        мотоцикл                    
"
        Suzuki 250 SB
              ","
$ 740
                                                             
                                                                                   65 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//8/e/0/8e0c024e744cb95a57e2519011a93a2f_240x180.jpg,        мотоцикл                    
"
        Китай (NoName) 1P72MN (LH173MN)
              ","
$ 1 934
                                                             
                                                                                   170 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//6/8/3/683f3a97f2a817c11ce2bed01b4d0d29_240x180.jpg,        мотоцикл                    
"
        Hyosung GD250
              ","
$ 3 800
                                                             
                                                                                   333 944 сом
                                                                      ",https://im.mashina.kg/tachka/images//4/e/a/4ea0c7460603dbbc26ba999624e0b47d_240x180.jpg,        мотоцикл                    
"
        Suzuki ZZ
              ","
$ 592
                                                             
                                                                                   52 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//0/9/5/09573bbf6d1ccc7afd763c52384ae7f7_240x180.jpg,        скутер                    
"
        Suzuki GSX 600 F
              ","
$ 3 000
                                                             
                                                                                   263 640 сом
                                                                      ",https://im.mashina.kg/tachka/images//f/8/7/f871de39037129898129e26861c6dc17_240x180.jpg,        мотоцикл                    
"
        Yamaha YFM 700R
              ","
$ 8 500
                                                             
                                                                                   746 980 сом
                                                                      ",https://im.mashina.kg/tachka/images//3/7/3/373ed71b630264e89af591692760a639_240x180.jpg,        мотовездеход                    
"
        Урал M 67
              ","
$ 569
                                                             
                                                                                   50 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//0/3/8/038ff04eaa5fa43d853b4dd72e9d4434_240x180.jpg,        мотоцикл                    
"
        Yamaha WR
              ","
$ 6 900
                                                             
                                                                                   606 372 сом
                                                                      ",https://im.mashina.kg/tachka/images//e/1/8/e188b51383d2f62a8a0c6b81bf2fbe1e_240x180.jpg,        мотоцикл                    
"
        ИЖ Иж-1
              ","
$ 398
                                                             
                                                                                   35 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//7/0/0/700be3b17be93d989ca14b84d5e2b11d_240x180.jpg,        мотоцикл                    
"
        CFMoto CF800-2 (X8)
              ","
$ 16 000
                                                             
                                                                                   1 406 080 сом
                                                                      ",https://im.mashina.kg/tachka/images//c/9/c/c9c8877710c25197bc57d191434296a6_240x180.jpg,        мотовездеход                    
"
        Урал 8103-1
              ","
$ 683
                                                             
                                                                                   60 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//e/7/1/e71181c8d076ce65c9a7a172ada76116_240x180.jpg,        мотоцикл                    
"
        Avantis Condor
              ","
$ 1 707
                                                             
                                                                                   150 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//c/c/d/ccdb91dcfa08bd4ab2b6dd0d3fc8df44_240x180.jpg,        мотоцикл                    
"
        Yamaha YBR 250
              ","
$ 3 000
                                                             
                                                                                   263 640 сом
                                                                      ",https://im.mashina.kg/tachka/images//e/1/4/e14d87519e098bbb66e166a11a16cd50_240x180.jpg,        мотоцикл                    
"
        Yamaha AG 100
              ","
$ 284
                                                             
                                                                                   25 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//d/d/5/dd52bf05d0a0b826b6bc3eb133cfca20_240x180.jpg,        скутер                    
"
        Китай (NoName) Скутеры
              ","
$ 1 195
                                                             
                                                                                   105 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//8/4/6/846ffbefb26ce711559ac17f615daf4a_240x180.jpg,        скутер                    
"
        BRP Outlander 1000
              ","
$ 14 900
                                                             
                                                                                   1 309 412 сом
                                                                      ",https://im.mashina.kg/tachka/images//f/4/5/f45a8b2bde5412987052b6c11d2f9a0d_240x180.jpg,        мотовездеход                    
"
        ИЖ Планета
              ","
$ 569
                                                             
                                                                                   50 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//7/8/9/78988f63e0646a01efec8131aba0201d_240x180.jpg,        мотоцикл                    
"
        BMW G 310 R
              ","
$ 5 900
                                                             
                                                                                   518 492 сом
                                                                      ",https://im.mashina.kg/tachka/images//2/e/6/2e6551eb0706d3e69ef72d9fa2373851_240x180.jpg,        мотоцикл                    
"
        Урал 8103-1
              ","
$ 1 479
                                                             
                                                                                   130 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//9/2/c/92c8697bab0a9f6af4568f6c64b45e64_240x180.jpg,        мотоцикл                    
"
        Electric Motorsport GPR-S
              ","
$ 1 800
                                                             
                                                                                   158 184 сом
                                                                      ",https://im.mashina.kg/tachka/images//5/b/0/5b0c0c1247678a45899dd2bb394c1d9e_240x180.jpg,        мотоцикл                    
"
        Yamaha FZR 600
              ","
$ 3 129
                                                             
                                                                                   275 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/4/d/14d53ebe090152e712b9e53f8d48608c_240x180.jpg,        мотоцикл                    
"
        Suzuki DR-Z 400
              ","
$ 5 900
                                                             
                                                                                   518 551 сом
                                                                      ",https://im.mashina.kg/tachka/images//9/2/2/9223fcbaf1ebc2bc6b5b1d134545ba7d_240x180.jpg,        мотоцикл                    
"
        Suzuki AD 50 Address
              ","
$ 455
                                                             
                                                                                   40 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/6/5/16504b662b924792d8b39185419704d1_240x180.jpg,        скутер                    
"
        Kawasaki Ninja ZX-6R
              ","
$ 5 900
                                                             
                                                                                   518 492 сом
                                                                      ",https://im.mashina.kg/tachka/images//8/d/2/8d2c93da4b27fce8383fc099e95ea88d_240x180.jpg,        мотоцикл                    
"
        Yamaha Cygnus 125 SI
              ","
$ 1 127
                                                             
                                                                                   99 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/0/4/1040172be23eafc0f8475a7c3182d672_240x180.jpg,        скутер                    
"
        Yamaha YZF-R1
              ","
$ 8 800
                                                             
                                                                                   773 344 сом
                                                                      ",https://im.mashina.kg/tachka/images//6/c/e/6ce3d162e209cb0318928043f06b8179_240x180.jpg,        мотоцикл                    
"
        Suzuki GS 750
              ","
$ 3 100
                                                             
                                                                                   272 428 сом
                                                                      ",https://im.mashina.kg/tachka/images//3/a/e/3aed1a4b33380c59112354af479c2d59_240x180.jpg,        мотоцикл                    
"
        Suzuki GN 125
              ","
$ 1 024
                                                             
                                                                                   90 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//5/1/5/515309d7ff8477dd73e8b4d2dec931bd_240x180.jpg,        мотоцикл                    
"
        Suzuki DR 650 R Dakar
              ","
$ 4 000
                                                             
                                                                                   351 560 сом
                                                                      ",https://im.mashina.kg/tachka/images//c/0/3/c03e186c805482172a742a3d0ba703c0_240x180.jpg,        мотоцикл                    
"
        Yamaha YZ 250
              ","
$ 2 000
                                                             
                                                                                   175 760 сом
                                                                      ",https://im.mashina.kg/tachka/images//5/d/1/5d176882969dfde0f329211b6c5a0086_240x180.jpg,        мотоцикл                    
"
        Yamaha Venture
              ","
$ 3 186
                                                             
                                                                                   280 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//9/8/b/98bbad5ea0d3f3fd378a1fdbd554300a_240x180.jpg,        снегоход                      
"
        Suzuki LT-A400
              ","
$ 6 000
                                                             
                                                                                   527 280 сом
                                                                      ",https://im.mashina.kg/tachka/images//9/f/0/9f05a34c9cbe05e489b33609a9fb2f97_240x180.jpg,        мотовездеход                    
"
        Ducati 750
              ","
$ 1 821
                                                             
                                                                                   160 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//0/9/b/09b2575c715d2e36d12a6410824c41ff_240x180.jpg,        мотоцикл                    
"
        CFMoto Jet Max (CF250T-6A)
              ","
$ 512
                                                             
                                                                                   45 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//8/0/b/80bac78a4acef63b682e8b255d8253ad_240x180.jpg,        скутер                    
"
        BMW C 650 GT
              ","
$ 171
                                                             
                                                                                   15 000 сом
                                                                      ",,        скутер                    
"
        Китай (NoName) Электроскутер
              ","
$ 774
                                                             
                                                                                   68 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//6/c/8/6c80c83f0cda65c8f7f9b17f86b2cfd5_240x180.jpg,        скутер                    
"
        BRP Lynx X-Trim Commander LTD 600 HO SDI
              ","
$ 8 000
                                                             
                                                                                   703 120 сом
                                                                      ",https://im.mashina.kg/tachka/images//b/0/f/b0ffc8143326d3c51c537c965fe4e33f_240x180.jpg,        снегоход                      
"
        BMW C 1
              ","
$ 1 821
                                                             
                                                                                   160 000 сом
                                                                      ",https://im.mashina.kg/tachka/images//1/2/2/122b2a43af0798e4f86884e570175b37_240x180.jpg,        скутер                    
"
        Китай (NoName) Скутеры
              ","
$ 1 500
                                                             
                                                                                   131 820 сом
                                                                      ",https://im.mashina.kg/tachka/images//7/3/8/73895a5c0fb7a8b92ec7a722dfaa6ad6_240x180.jpg,        скутер                    
